Authors,Title,Year,Source title,DI,Abstract,Author Keywords,Publication Stage,Open Access,Source,EID,OpenAlex_KW
Ostrominski J.W.; Wagholikar K.B.; Olsson K.; Unlu O.; Zelle D.; Kumar S.; Smith A.M.; Toliver J.C.; Michalak W.; Fabricatore A.; Hartaigh B.Ó.; Baer H.J.; Cannon C.P.; Apovian C.M.; Fisher N.D.L.; Plutzky J.; Scirica B.M.; Blood A.J.,Contemporary treatment patterns of overweight and obesity: insights from the Mass General Brigham health care system,2025,Obesity,10.1002/oby.24186,"Objective: The objective of this study was to describe the prevalence of obesity, obesity-related conditions (ORCs), and antiobesity medication (AOM) eligibility and prescribing practice among eligible patients in a large health care system. Methods: In this cross-sectional analysis of the multicenter Mass General Brigham health care system (Boston, Massachusetts) spanning 2018 to 2022, adults eligible for AOMs (BMI ≥ 30 kg/m2 or BMI 27–29.9 kg/m2 with ≥1 ORC) were identified. Among those AOM-eligible, the prevalence of prescriptions for AOMs approved for long-term weight management was evaluated. Results: Of 2,469,474 adults (mean [SD], age 53 [19] years; 57% female; BMI 28.1 [6.3] kg/m2), a total of 1,110,251 (45.0%) were eligible for AOMs. Of these, 69.4% (31.2% of overall cohort) had BMI ≥ 30 kg/m2. AOM prescription was observed in 15,214 (1.4%) of all eligible patients, with female sex, younger age, higher BMI, commercial insurance, and greater ORC burden associated with higher prevalence of AOM prescriptions. Musculoskeletal disorders (54%) were the most common ORCs, with ≥2 ORCs observed in 62% of patients. Liraglutide 3.0 mg and semaglutide 2.4 mg were the most frequently prescribed AOMs (58% and 34% of all AOMs, respectively). Conclusions: Although nearly one-half of all patients in a large health care system were AOM-eligible by guidelines and regulatory labeling, only 1% of those who were eligible were prescribed AOMs. © 2024 The Author(s). Obesity published by Wiley Periodicals LLC on behalf of The Obesity Society.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85212420038,[WARNING:NoKeywords]
Li X.; Zhang W.; Bi Y.; Duan Y.; Sun X.; Chen J.; Zhang X.; Zhang Z.; Zhu Z.; Zhang B.,"Medial orbitofrontal cortex structure, function, and cognition associates with weight loss for laparoscopic sleeve gastrectomy",2025,Obesity,10.1002/oby.24207,"Objective: The objective of this study was to investigate underlying mechanisms of long-term effective weight loss after laparoscopic sleeve gastrectomy (LSG) and effects on the medial orbitofrontal cortex (mOFC) and cognition. Methods: A total of 18 individuals with obesity (BMI ≥ 30 kg/m2) underwent LSG. Clinical data, cognitive scores, and brain magnetic resonance imaging scans were evaluated before LSG and 12 months after LSG. We employed voxel-based morphometry analysis and seed-based resting-state functional connectivity (RSFC) analysis to assess LSG-induced structural and functional changes in mOFC. Partial correlation analysis and univariate and multivariate linear regression models were used to explore associations among biochemical indexes, neuroimaging, cognition, and weight loss. Results: No significant improvement in general cognition was found after LSG. Decreases in gray matter volume of the bilateral mOFC and increases in RSFC of the right mOFC were observed 12 months after LSG. Weight loss was associated with RSFC, general cognitive scores, and triglyceride changes. Multivariate linear regression model revealed gray matter volume of the left mOFC and working memory scores at baseline explained 55.2% of the variation in weight loss. Conclusions: These findings suggest that mOFC imaging and cognitive scores could serve as biomarkers for predicting persistent weight loss after LSG, which provides a solid foundation for a potential target for neuromodulation research. © 2025 The Author(s). Obesity published by Wiley Periodicals LLC on behalf of The Obesity Society.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85216223553,Orbitofrontal cortex
Zhu Y.; Liu K.; Guo J.; Wang Y.; Yang J.; Su Y.,Associations between coexposure to bisphenols mixture and metabolic diseases: based on three statistical models,2025,Obesity,10.1002/oby.24327,"Introduction: Bisphenol A (BPA) and its substitutes are common environmental endocrine disruptors. We investigated whether coexposure to BPA and its substitutes are associated with metabolic diseases (MDs), the related indicators, and their multimorbidity. Methods: The study included 1409 participants from the National Health and Nutrition Examination Survey (NHANES). Generalized linear regression, Bayesian kernel machine regression, and the weighted quantile sum (WQS) models were used to study the associations between bisphenol concentrations and comprehensive MDs, including their multimorbidity. Results: In the logistic regression model, BPA and bisphenol F were each independently associated with obesity, whereas BPA and bisphenol S (BPS) were each independently associated with multimorbidity. In the Bayesian kernel machine regression analysis, the joint effects of the three chemicals were positively associated with hypertension and obesity, with BPS generating the highest posterior inclusion probability. In the WQS regression analysis, the WQS index demonstrated significant associations with obesity and hypertension, with BPS the highest contributor to both of them. Conclusions: Three statistical methods confirmed that BPA and its substitutes were associated with specific MDs. Our findings indicate that coexposure to bisphenols significantly increases the risk of obesity and hypertension. © 2025 The Obesity Society.",,Final,,Scopus,2-s2.0-105010101035,[WARNING:NoKeywords]
Murao N.; Morikawa R.; Seino Y.; Shimomura K.; Maejima Y.; Yamada Y.; Suzuki A.,β-Adrenergic Blockers Increase cAMP and Stimulate Insulin Secretion Through a PKA/RYR2/TRPM5 Pathway in Pancreatic β-Cells In Vitro,2025,Pharmacology Research and Perspectives,10.1002/prp2.70092,"β-adrenergic blockers (β-blockers) are extensively used to inhibit β-adrenoceptor activation and subsequent cAMP production in many cell types. In this study, we characterized the effects of β-blockers on mouse pancreatic β-cells. Unexpectedly, high concentrations (100 μM) of β-blockers (propranolol and bisoprolol) paradoxically increased cAMP levels 5–10 fold, enhanced Ca2+ influx, and stimulated a 2–4 fold increase in glucose- and glimepiride-induced insulin secretion in MIN6-K8 clonal β-cells and isolated mouse pancreatic islets. These effects were observed despite minimal expression of β-adrenoceptors in these cells. Mechanistically, the cAMP increase led to ryanodine receptor 2 (RYR2) phosphorylation via protein kinase A (PKA), triggering Ca2+-induced Ca2+ release (CICR). CICR then activates transient receptor potential cation channel subfamily M member 5 (TRPM5), resulting in increased Ca2+ influx via voltage-dependent Ca2+ channels. These effects contradict the conventional understanding of the pharmacology of β-blockers, highlighting the variability in β-blocker actions depending on the experimental context. © 2025 The Author(s). Pharmacology Research & Perspectives published by British Pharmacological Society and American Society for Pharmacology and Experimental Therapeutics and John Wiley & Sons Ltd.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105002434083,Isoprenaline; Pancreatic Islets
Gandia P.; Chaiben S.; Fabre N.; Concordet D.,Vancomycin population pharmacokinetic models: Uncovering pharmacodynamic divergence amid clinicobiological resemblance,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13253,"Vancomycin is an antibiotic used for severe infections. To ensure microbiological efficacy, a ratio of AUC/MIC ≥400 is recommended. However, there is significant interindividual variability in its pharmacokinetic parameters, necessitating therapeutic drug monitoring to adjust dosing regimens and ensure efficacy while avoiding toxicity. Population pharmacokinetic (PopPK) models enable dose personalization, but the challenge lies in the choice of the model to use among the multitude of models in the literature. We compared 18 PopPK models created from populations with the same sociodemographic and clinicobiological characteristics. Simulations were performed for a 47 years old man, weighing 70 kg, with an albumin level of 35.5 g/L, a creatinine clearance of 100 mL/min, an eGFR of 106 mL/min/1.73 m2, and receiving an intravenous infusion of 1 g × 2/day of VCM over 1 h for 48 h. Simulations of time–concentration profiles revealed differences, leading us to determine the probability of achieving microbiological efficacy (AUC/MIC ≥ 400) with each model. Depending on some models, a dose of 1 g × 2/day is required to ensure microbiological efficacy in over 90% of the population, while with the same dose other models do not exceed 10% of the population. To ensure that 90% of the patients are correctly exposed, a dose of vancomycin ranging from 0.9 g × 2/day to 2.2 g × 2/day is necessary a priori depending on the chosen model. These differences raise an issue in choosing a model for performing therapeutic drug monitoring using a PopPK model with or without Bayesian approach. Thus, it is fundamental to evaluate the impact of these differences on both efficacy/toxicity. © 2024 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85210364380,Pharmacodynamics; Population Pharmacokinetics; Therapeutic Drug Monitoring
Li S.; Ye X.; Wang Q.; Cheng Z.; Liu F.; Xie F.,Is the GFR-based scaling approach adequate for predicting pediatric renal clearance of drugs with passive tubular reabsorption? Insights from PBPK modeling,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13254,"Empirical maturation models (e.g., Johnson and Rhodin models) for glomerular filtration rate (GFR) are commonly used as scaling factors for predicting pediatric renal clearance, but their predictive performance for drugs featured with tubular reabsorption is poorly understood. This study investigated the adequacy of GFR-based scaling models for predicting pediatric renal clearance in drugs with passive tubular reabsorption by comparing with a mechanistic kidney model (Mech-KiM) that encompasses the physiological processes of glomerular filtration, tubular secretion, and reabsorption. The analysis utilized hypothetical drugs with varying fractions of tubular reabsorption (Freabs), alongside the model drug metronidazole, which has a Freabs of 96%. Our simulations showed that when Freabs is ≤70%, the discrepancies between the GFR-based scaling methods and the Mech-KiM model in predicting pediatric renal clearance were generally within a twofold range throughout childhood. However, for drugs with substantial tubular reabsorption (e.g., Freabs > 70%), discrepancies greater than twofold were observed between the GFR-based scaling methods and the Mech-KiM model in predicting renal clearance for young children. In neonates, the differences ranged from 5- to 10-fold when the adult Freabs was 95%. Pediatric physiologically based pharmacokinetic (PBPK) modeling of metronidazole revealed that using a GFR-based scaling method (Johnson model) significantly overestimated drug concentrations in children under 2 months, whereas utilizing the Mech-KiM model for renal clearance predictions yielded estimates closely aligned with observed concentrations. Our study demonstrates that using GFR-based scaling models to predict pediatric renal clearance might be inadequate for drugs with extensive passive tubular reabsorption (e.g., Freabs > 70%). © 2024 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85206240019,Renal physiology
Crass R.L.; Prem K.; Gaudreault F.; Lusk E.; Ribeiro R.; Chapel S.; Baumal C.R.,Pharmacokinetic/pharmacodynamic analysis of geographic atrophy lesion area in patients receiving pegcetacoplan treatment or sham,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13264,"Pegcetacoplan is a complement C3/C3b inhibitor indicated for the treatment of geographic atrophy (GA). A population pharmacokinetic (PK)/pharmacodynamic (PD) analysis of pegcetacoplan used GA lesion area measurements from three clinical studies to determine the effect of pegcetacoplan exposure on GA progression. A base disease progression model was developed using data from sham-treated eyes and untreated fellow eyes, followed by treatment effect assessment in dose–response and PK/PD models. In total, 1501 patients from FILLY (NCT02503332), OAKS (NCT03525613), and DERBY (NCT03525600) received intravitreal pegcetacoplan 15 mg monthly or every other month (EOM) or sham treatment monthly or EOM and were included in the population analysis of lesion area. Disease progression over time was adequately described as linear-with-time over the 24-month maximal study duration. Disease-specific covariates associated with slower lesion growth were unilateral, unifocal, and subfoveal GA lesions and >20 intermediate or large drusen groups (≥63 μm) at baseline. The dose–response model estimated 0.80-fold (95% CI: 0.75, 0.84) and 0.83-fold (95% CI: 0.78, 0.87) reductions in GA lesion growth rate with pegcetacoplan monthly and EOM, respectively, versus sham. A relationship between vitreous humor concentration and GA lesion growth rate was quantified as 2.6% per unit of log-transformed vitreous pegcetacoplan concentration in the PK/PD model. PK/PD predictions of treatment effect based on exposure (pegcetacoplan monthly: 0.80 [90% CI: 0.77, 0.84]; pegcetacoplan EOM: 0.83 [90% CI: 0.80, 0.86]) were consistent with predictions based on dose response. These results support the benefit of pegcetacoplan administered monthly or EOM in slowing GA lesion growth. © 2024 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85208247667,Geographic atrophy; Pharmacodynamics
Otani Y.; Chua L.; Komocsar W.J.; Larkin A.; Johns J.; Zhang X.,Mirikizumab pharmacokinetics and exposure–response in pediatric patients with moderate-to-severe ulcerative colitis,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13286,"Mirikizumab is a p19-directed anti-interleukin-23 antibody approved for the treatment of adults with moderate-to-severe ulcerative colitis (UC). Here, we report the first data of mirikizumab pharmacokinetics (PK) and exposure–response (E/R) relationships in pediatric participants (aged 2 to <18 years weighing >10 kg) with moderate-to-severe UC from the phase II, open-label study SHINE-1 (NCT04004611). PK parameters were analyzed using a model developed previously in adults with fixed-exponent allometry for body weight. Serum samples collected from 26 participants during the 12-week induction and 40-week maintenance periods of SHINE-1 were analyzed. Estimated body weight-adjusted systemic clearance, volume of distribution, and subcutaneous bioavailability were 0.021 L/h, 0.069 L/kg, and 49.8%, respectively. Covariate analysis identified no clinically significant covariates other than body weight. In the exposure range studied, E/R analysis using post hoc grouping by average concentration quartile and comparison of observed change from baseline in modified Mayo Score (MMS) at Week 12 with the adult model prediction revealed no obvious E/R relationship in clinical response, clinical remission, or endoscopic response, consistent with observations in adults. The E/R relationship for observed change from baseline in MMS at Week 12 is also similar to the adult model prediction. The PK modeling and E/R analyses suggested optimal doses of intravenous mirikizumab 300 mg for weight >40 kg, 5 mg/kg for weight ≤40 kg every 4 weeks (Q4W) during induction, and subcutaneous mirikizumab 200 mg (>40 kg), 100 mg (>20 to ≤40 kg), or 50 mg (≤20 kg) Q4W during maintenance therapy for pediatric patients with moderate-to-severe UC. © 2024 Eli Lilly and Company. CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85212526622,Post-hoc analysis; Quartile
Said M.M.; Schippers J.R.; Atmowihardjo L.; Li Y.; van der Plas M.S.; Bogaard H.J.; Bos L.D.J.; Mathôt R.A.A.; Aman J.; Swart E.L.; Bartelink I.H.,Disease–Drug–Drug Interaction of Imatinib in COVID-19 ARDS: A Pooled Population Pharmacokinetic Analysis,2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.13299,"Prior pharmacokinetic (PK) analysis revealed that increased alpha-1-acid glycoprotein (AAG) levels are associated with decreased imatinib unbound fraction in coronavirus disease 2019 (COVID-19) patients. This study aimed to investigate the PK of total and unbound concentrations of imatinib and the metabolite N-desmethyl imatinib in hospitalized patients with different severities of COVID-19, and to assess the impact of critical illness and the potential drug–drug interaction with IL-6R inhibitors on imatinib exposure. Imatinib, N-desmethyl imatinib, and AAG were quantified from collected plasma samples. The PK data was further combined with previous data from COVID-19 patients and chronic myelogenous leukemia/gastrointestinal stromal tumor (CML/GIST) patients who received imatinib. A population PK analysis was conducted using a standard sequential approach. Unbound fraction in COVID-19 patients admitted to the intensive care unit (ICU) and treated with IL-6R inhibitors was significantly elevated compared to CML/GIST patients (4.66% vs. 3.54% [1.08%–8.51%]; p < 0.001), despite twofold increased AAG levels. Our findings on total and unbound concentration show that cotreatment with IL-6R inhibitor can lead to changes in metabolism and protein binding, suggesting similar implications for other highly protein bound drugs. Consequently, total concentrations may not accurately reflect unbound target site concentrations. © 2025 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218709388,[WARNING:NoKeywords]
Vongjarudech T.; Dosne A.-G.; Remmerie B.; Karlsson M.O.; Svensson E.M.,Establishing the Exposure-QT Relationship During Bedaquiline Treatment Using a Time-Varying Tuberculosis-Specific Correction Factor (QTcTBT),2025,CPT: Pharmacometrics and Systems Pharmacology,10.1002/psp4.70047,"Evaluating QT prolongation induced by anti-tuberculosis (TB) drugs in patients with active TB, who often experience tachycardia, is challenging due to the limitations of Fridericia's correction factor (QTcF) in decorrelating QTc from heart rate (HR). Previous exposure-QTcF analyses in patients with active TB were able to alleviate the limitation of QTcF but required advanced model-based methodologies, incorporating a non-drug-related, “secular” trend in the model to dissociate drug and non-drug-related effects on QT. Recently, we developed and validated a time-varying QT correction method (QTcTBT) that more accurately accounts for the HR changes during TB treatment. In the present work, using data from 429 patients with multidrug-resistant TB across two Phase IIb trials, we re-evaluated the exposure-QTc relationship for bedaquiline by applying QTcTBT instead of QTcF. Our analysis showed that when HR changes were accounted for using QTcTBT, a typical maximum M2 (bedaquiline metabolite) concentration (326 ng/mL, mean maximal concentration (Cmax) at the end of 2-week loading phase) was associated with a 7 ms QTc interval prolongation (90% CI: 5.9–8.2). This estimate closely aligns with the previously reported M2 effect of 7.9 ms (90% CI: 6.8–9.3), derived from the exposure-QTcF model. The consistency between the two methodologies further supports the use of QTcTBT for estimating the QTc prolongation effects of anti-TB drugs. © 2025 The Author(s). CPT: Pharmacometrics & Systems Pharmacology published by Wiley Periodicals LLC on behalf of American Society for Clinical Pharmacology and Therapeutics.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105005416997,Bedaquiline
Chirindel A.; Nicolas G.P.; Westerbergh F.; McDougall L.; Schmid D.E.; Geistlich S.; Tschan V.J.; Busslinger S.D.; Fokkema A.; Aceto N.; Bernhardt P.; van der Meulen N.P.; Müller C.; Wild D.; Schibli R.,First-in-human administration of [161Tb]Tb-SibuDAB and comparative dosimetry with standard [177Lu]Lu-PSMA-I&T as part of the PROGNOSTICS phase Ia study,2025,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-024-07009-w,[No abstract available],,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85211472406,Prognostics
Fukushima T.; Tsujino T.; Sakamoto M.; Takahara K.; Komura K.; Yanagisawa T.; Mori K.; Fukuokaya W.; Urabe F.; Adachi T.; Hirasawa Y.; Saruta M.; Yoshizawa A.; Toyoda S.; Kawada T.; Katayama S.; Iwatsuki K.; Nakamura K.; Nishio K.; Nishimura K.; Nakamori K.; Matsunaga T.; Maenosono R.; Uchimoto T.; Takai T.; Hashimoto T.; Inamoto T.; Fujita K.; Araki M.; Kimura T.; Ohno Y.; Shiroki R.; Azuma H.,Deciphering RCC immunotherapy outcomes: insights from a Japanese multi-institutional study on the CANLPH score’s impact,2025,World Journal of Urology,10.1007/s00345-025-05507-6,"Purpose: The purpose of this study is to determine the utility of the CANLPH score as a predictive biomarker for patients with advanced and metastatic renal cell carcinoma (a/mRCC). By validating its prognostic value, this study aims to contribute to more personalized treatment strategies for a/mRCC. Methods: In a multicenter retrospective study by the JK-FOOT consortium, we analyzed data from 309 a/mRCC patients undergoing ICI-based therapy. The CANLPH score—a composite marker of C-reactive protein to albumin ratio (CAR), neutrophil to lymphocyte ratio (NLR), and platelet to hemoglobin ratio (PHR)—for its prognostic accuracy in predicting cancer-specific survival (CSS). Advanced statistical methods, including receiver operating characteristic (ROC) curve analysis, Cox proportional-hazard regression, and Harrell’s concordance index (C-index), were employed to assess its predictive capacity against established factors. Results: The median follow-up period was 17 months, revealing two-year and five-year overall survival rates of 76.8% and 62.4%, respectively, with CSS rates at 78.3% and 66.2%. The CANLPH score well stratified survival outcomes of ICI-based treatment for RCC patients (HR 5.71; P < 0.0001). C-index analysis demonstrated that the CANLPH score had the highest predictive potency for CSS among models, including IMDC score. Multivariate analysis confirmed the CANLPH score (HR, 5.59; P = 0.0007) and Karnofsky performance status (HR, 2.59; P = 0.0032) as independent prognostic factors for CSS. Conclusions: The CANLPH score emerges as a critical tool in the a/mRCC therapeutic landscape, enabling precise prediction of patient outcomes with ICI-based therapies. Limitations include the retrospective design and the single national cohort. Prospective validation studies are warranted. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.",,Final,,Scopus,2-s2.0-85218709812,Nephrology
Bernhardt A.M.; Longen S.; Trossbach S.V.; Rossi M.; Weckbecker D.; Schmidt F.; Jäck A.; Katzdobler S.; Fietzek U.M.; Weidinger E.; Palleis C.; Ruf V.; Baiardi S.; Parchi P.; Höglinger G.U.; Matthias T.; Levin J.; Giese A.,A quantitative Lewy-fold-specific alpha-synuclein seed amplification assay as a progression marker for Parkinson’s disease,2025,Acta Neuropathologica,10.1007/s00401-025-02853-y,"Misfolded α-synuclein (αSyn) is the hallmark of α-synucleinopathies such as Parkinson’s disease (PD), dementia with Lewy bodies (DLB), and multiple system atrophy (MSA). While seed amplification assays (SAA) have demonstrated ultrasensitive detection of misfolded αSyn, they have been primarily used reliably to provide binary (positive/negative) results for diagnostic purposes. We developed an SAA with enhanced specificity for Lewy-fold α-synucleinopathies and introduced a quantifiable measure correlating with clinical severity. Cerebrospinal fluid (CSF) of 170 patients with neurodegenerative diseases and controls was analyzed. Blinded measurements demonstrated 97.8% sensitivity and 100% specificity for Lewy-fold α-synucleinopathies, correctly identifying PD and DLB while excluding MSA. In addition, we validated the strain specificity of the assay by testing brain homogenates from 30 neuropathologically confirmed cases. A novel Lewy-fold pathology (LFP) score based on positive signals in a dilution series provided a quantitative measure of αSyn seeds. The LFP score significantly correlated with motor and cognitive impairment presented by Hoehn and Yahr stage, MDS-UPDRS III, and MoCA. Longitudinal tracking in seven PD cases showed progressive LFP score increases corresponding with clinical deterioration, highlighting the assay’s potential for monitoring disease progression at an individual level. Our Lewy-fold-specific SAA enhances ante-mortem diagnosis and differentiates Lewy-fold α-synucleinopathies from MSA. Unlike previous assays, the LFP score offers a quantitative assessment, showing promise as a progression marker and pharmacodynamic biomarker for αSyn-targeting therapies. This represents an important step toward developing an αSyn SAA that could help to track disease progression quantitatively, with potential applications in both clinical diagnostics and therapeutic trials. © The Author(s) 2025.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85219152433,Lewy body; Synucleinopathies
Karaca A.; Yavuz M.; Hussaini A.A.; Köse D.A.; Yıldırım M.; Yıldız D.E.,"Synthesis, structural and electrical analysis of La and Nd-doped KCa(BO3)2 interlayers in Al/n-Si photodiode structures",2025,Journal of Materials Science: Materials in Electronics,10.1007/s10854-025-15418-2,"In this study, the structural, optical, and electrical properties of La3⁺ and Nd3⁺-doped calcium orthoborate interlayers in Al/KCaRE(BO3)2/n-Si (RE = La, Nd) photodiode configurations were systematically investigated. The rare-earth-doped KCa(BO3)2 compounds were successfully synthesized, and coated via the spin-coating method, followed by detailed structural and compositional analysis using Fourier-transform infrared spectroscopy (FT-IR), powder X-ray diffraction (P-XRD), inductively coupled plasma mass spectrometry (ICP-MS), and scanning electron microscopy with energy-dispersive spectroscopy (SEM–EDS). FT-IR confirmed the characteristic B–O vibrational modes within the [BO₃]⁻ units, while P-XRD revealed well-defined crystalline phases. ICP-MS analysis verified the elemental stoichiometry in agreement with theoretical values, and SEM–EDS illustrated homogeneous surface morphology. The electrical and photoresponse characteristics of the fabricated heterojunctions were evaluated under variable illumination intensities through current–voltage (I–V) and current–time (I–t) measurements. Key device metrics—including photosensitivity (K), responsivity (R), and specific detectivity (D*)—were extracted to assess photodetector efficiency. Notably, the Al/KCaLa(BO3)2/Si configuration exhibited deviced performance, with higher photocurrent generation, enhanced responsivity, and improved detectivity compared to its Nd-doped counterpart. These findings not only demonstrate the efficacy of rare-earth-doped orthoborate interlayers in silicon photodiodes but also establish a promising platform for the advancement of high-sensitivity optoelectronic devices. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",,Final,,Scopus,2-s2.0-105012502231,Photodiode
Ríos C.; Salgado-Ceballos H.; Grijalva I.; Morales-Guadarrama A.; Diaz-Ruiz A.; Olayo R.; Morales-Corona J.; Olayo M.G.; Cruz G.J.; Mondragón-Lozano R.; Alvarez-Mejia L.; Orozco-Barrios C.; Sánchez-Torres S.; Fabela-Sánchez O.; Coyoy-Salgado A.; Hernández-Godínez B.; Ibáñez-Contreras A.; Mendez-Armenta M.,Demonstration of therapeutic effect of plasma-synthesized polypyrrole/iodine biopolymer in rhesus monkey with complete spinal cord section,2025,Journal of Materials Science: Materials in Medicine,10.1007/s10856-025-06862-x,"Spinal cord injury (SCI) can cause paralysis, and although multiple therapeutic proposals have been developed in murine models, results have hardly been replicated in humans. As non-human primates (NHP) are more similar to humans than rodents, the current study investigated whether it was possible to reproduce in a NHP, the previously obtained beneficial results by using a plasma-synthesized polypyrrole/iodine (PPy/I) biopolymer, which reduce glial scar formation and inflammatory response and promotes nerve tissue preservation, regenerative processes and functional recovery in rats. In NHPs (Rhesus monkey) with SCI by complete transection (SCT) and with plasma-synthesized PPy/I application (experimental) or without (control), the expression of pro-inflammatory cytokines in blood, preservation of nervous tissue through magnetic resonance imaging and histological and morphometric techniques, regeneration through immunohistochemistry study and functional recovery through clinical examination, were evaluated. Control NHP showed a markedly increased of pro-inflammatory cytokines vs. experimental NHP, which preserved more nerve tissue. At the end of the follow-up, a thinner glial scar in the injured spinal cord was observed in the experimental NHP as well as regenerative nerve processes (NeuN and β-III tubulin expression), while control NHP had a marked glial scar, large cysts and less nerve tissue at the injured zone. Plasma-synthesized PPy/I also reduced the loss of pelvic limb muscle mass and allowed the experimental NHP recovered knee-jerk, withdrawal and plantar reflexes as well as movement in the hind limbs. Since most of the beneficial effects of plasma-synthesized PPy/I previously reported in rats were also observed in the NHP, these preliminary findings make their replication in humans with SCI more likely. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85218942167,Biopolymer; Polypyrrole
Kanabuchi R.; Hamai R.; Mori Y.; Hamada S.; Shiwaku Y.; Sai Y.; Tsuchiya K.; Aizawa T.; Suzuki O.,Enhanced osteogenic capacity of octacalcium phosphate involving adsorption of stromal-derived factor-1 in a standardized defect of a rat femur,2025,Journal of Materials Science: Materials in Medicine,10.1007/s10856-025-06872-9,"This study investigated whether octacalcium phosphate (OCP) enhances bone regeneration through its synergistic effect with stromal-derived factor-1 (SDF-1). Recombinant SDF-1 (0.5–5.0 μg) was combined with OCP granules through lyophilization. OCP/SDF-1 granules were implanted into a rat femoral standardized defect for 2 and 4 weeks and subjected to histomorphometry, C-X-C motif chemokine receptor 4 (CXCR4) and osteocalcin immunohistomorphometry, and tartrate-resistant acid phosphatase (TRAP) staining. Calcium-deficient hydroxyapatite (CDHA) was used as a control for in vitro analyses. Mesenchymal stem cell (MSC) migration was estimated using a Transwell system with OCP/SDF-1. SDF-1 release from OCP/SDF-1 into the supernatant was determined without cells. SDF-1 adsorption in 4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid buffer onto OCP, the chemical structure of OCP immersed in the medium using Fourier transform infrared spectroscopy, and the degree of supersaturation of the medium were determined. Bone regeneration and OCP degradation were enhanced the most by 1.0 μg of OCP/SDF-1 at 2 weeks after implantation by CT analysis and increasing CXCR4-positive, osteocalcin-positive, and TRAP-positive cells accumulation around the OCP. MSC migration increased until 48 h in the following order: SDF-1 only, CDHA/SDF-1, and OCP/SDF-1, with the greatest effect with 1.0 μg of SDF-1 than from OCP. CDHA promoted a greater release than OCP at 48 h. The physicochemical analyses indicated that SDF-1 interacted with OCP through Freundlich-type adsorption and that the adsorption controlled SDF-1 release from OCP during the hydrolysis into CDHA. Therefore, leveraging its molecular affinity for the OCP surface, OCP/SDF-1 facilitates MSC migration and enhances bone formation by ensuring the controlled, sustained release of SDF-1 from OCP. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85219591829,Octacalcium phosphate
