Authors,Title,Year,Source title,DI,Abstract,Author Keywords,Publication Stage,Open Access,Source,EID,OpenAlex_KW
Wang A.; Guang Y.; Li Y.; Wang Y.; Yang B.; Feng S.; Yuan C.; Englert U.,"Synthesis, structural diversity and luminescence properties of four d10 complexes constructed from 1,4-bis(2′-carboxylatophenoxy)benzene",2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.114620,"Based on a semi-rigid dicarboxylic acid 1,4-bis(2′-carboxylatophenoxy)benzene (H2bcpb), four d10 complexes [Zn3(μ3-bcpb)2(OH)2]n (1), [Zn2(μ2-bcpb)(μ4-bcpb)(phen)2]n (2), the closely related [Zn2(μ2-bcpb)(μ4-bcpb)(2,2′-bipy)2]n (3) and {[Cd2(μ4-bcpb)2(2,2′-bipy)2]·1.5H2O}n (4) (phen = 1,10-phenanthroline and 2,2′-bipy = 2,2′-bipyridine) have been synthesized under solvothermal conditions and fully characterized. Single crystal X-ray diffraction revealed that the oxygen links in bcpb2− may act as hinges, allowing for extended and folded conformations of the ligand. The resulting complexes show excellent structural stability over a wide pH range. The chain polymer 1 and the 2D networks 2 and 3 are promising luminescence sensors for Cu2+ ions with ‘turn-off’ behaviour in aqueous solution. The limit of detection for 1 is as low as 6.0 nM and thus superior to other fluorescent sensors based on metal complexes. Interestingly, 1 may also be used to sensitize Tb3+ cations with ‘turn on’ performance and exhibits good anti-interference to other lanthanide cations. As a dual-sensor, it shows good recyclability and structural stability after the sensing experiments. The possible mechanism for fluorescence quenching by Cu2+ and enhancement by Tb3+ was investigated with powder diffraction, fluorescence lifetime experiments, and infrared, UV–Vis and X-ray photoelectron spectroscopy. © 2025 Elsevier B.V.",,Final,,Scopus,2-s2.0-105004044434,[WARNING:NoKeywords]
Elcik D.; Tuncay A.; Bireciklioglu M.F.; İnanc M.T.,The importance of inflammation in atrial fibrillation recurrence in patients with atrial fibrillation treated with Cryo balloon ablation,2025,Indian Pacing and Electrophysiology Journal,10.1016/j.ipej.2024.12.005,"Aim/background: Although atrial fibrillation is the most common rhythm problem, the results of treatment to restore sinus rhythm are still not satisfactory. Nearly half of patients undergoing ablation relapse within one year. Therefore, triggered activities may not be the only cause. Inflammation is quite common in AF. In this study, we investigated the effect of PIV, an inflammatory marker, on recurrence. Methods: A total of 157 patients who underwent ablation with cryo balloon were included in the study. One-year follow-up was evaluated for causes of recurrence. Results: When the inflammatory parameters between the two groups are analyzed, CRP (5.9 [5.0–6.9] vs 9.7 [7.6–11.9], p < 0.001), NL ratio (2.8 [2.5–3.0] vs 6.4 [5.0–6.8], p < 0.001), SII2 (618.5 [557.1–679.9] vs 1798.9 [1305.8–2292.1], p < 0.001), PIV (355.9 [313.4–398.4] vs 1832 [1317.8–2347.1], p < 001) were significantly higher in the AF recurrence group. ROC analysis showed that PIV had the best sensitivity and specificity. Conclusions: Inflammation has been found to be a cause of AF recurrence and PIV is one of the best markers for this. © 2024 Indian Heart Rhythm Society",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-86000433301,[WARNING:NoKeywords]
Larhant C.; Lassus A.; Morelot-Panzini C.; Taupinard E.; Geoffroy P.-A.; Taillé C.,Factitious severe asthma: A diagnostic challenge in the era of biologics,2025,Journal of Allergy and Clinical Immunology: In Practice,10.1016/j.jaip.2025.02.008,[No abstract available],,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105000048736,[WARNING:NoKeywords]
Durmaz N.; Mutlu-Ağardan N.B.; Parlak H.,In vitro assessment of hyaluronic acid and chitosan based nanoparticles as pH sensitive drug carriers for rheumatoid arthritis,2025,Journal of Drug Delivery Science and Technology,10.1016/j.jddst.2025.107188,"Rheumatoid arthritis is a chronic disease that causes inflammation in various tissues. Glucocorticoids are used in its treatment at high doses at frequent intervals, causing side effects that reduce the life standard of the patients. In this study, three types of nanoparticles that include chitosan (CS) and/or sodium tripolyphosphate (TPP) and/or hyaluronic acid (HA) were developed by choosing hydrocortisone (HC) as a representative model drug of glucocorticoids. Formulation optimization studies were carried out by Box-Behnken experimental design, CS:TPP, CS:HA and CS:TPP:HA nanoparticles were prepared by using chitosan solution at pH 3. CS:TPP and CS:HA ratios were chosen as 2:1 and 0.5:1, stirring time and stirring rate were adjusted to 35 min and 1000 rpm, respectively. The particle sizes of CS:TPP, CS:HA and CS:TPP:HA formulations were found as 320.9 ± 25.9, 204.4 ± 10.6, 302.5 ± 28.2 nm and zeta potentials as 28.5 ± 0.611, −14.6 ± 2.01, −17.7 ± 0.305 mV, respectively. As a result of in vitro release studies, CS:TPP:HA formulation released the least HC at the end of 24 h at pH 7.4, which represents blood and healthy synovial fluid pH, higher HC release was provided in acidic pH representing inflamed tissue environment. The particle size of CS:TPP:HA nanoparticles didn't change significantly at pH 7.4, during in vitro stability studies. 6-month-stability study results showed that CS:TPP:HA was stable at 4 °C and 25° ± 60 % relative humidity, and cytotoxicity tests showed that it was noncytotoxic. To conclude, CS:TPP:HA nanoparticles are the most promising formulation among the three different nanoparticles that were suggested for rheumatoid arthritis treatment as a pH sensitive drug carrier. © 2025 Elsevier B.V.",,Final,,Scopus,2-s2.0-105008449169,[WARNING:NoKeywords]
Arra M.; Mozelewski-Hill S.; Kaser T.; Ancona R.; Asaro P.; Holthaus C.,Comparison of Initial Lactate Levels and Their Prognostic Utility in Obese and Nonobese Patients with Sepsis,2025,Journal of Emergency Medicine,10.1016/j.jemermed.2025.05.023,"Background: Sepsis is a high morbidity and mortality disease that is highly prevalent in emergency departments (EDs). Lactate is often utilized as a biomarker for sepsis, though its performance among subgroups such as obese patients is not well characterized. Given existing data on differences in lactate metabolism at baseline between obese and nonobese patients, this may be clinically relevant in sepsis identification and prognostication. Study Objective: We sought to compare differences in initial lactate measurements and lactate utility in predicting 30-day mortality between obese and nonobese body mass index (BMI) patients with vasopressor-dependent and non-vasopressor-dependent sepsis. Methods: We performed a retrospective cohort study of obese and nonobese patients presenting to an adult hospital ED with sepsis with organ dysfunction. Patients were separated into vasopressor-dependent or non-vasopressor-dependent groups. The primary outcomes were differences in initial lactate and utility of initial lactate in predicting 30-day all-cause mortality by employing receiver operator characteristic curves. Results: Obese patients had lower initial lactate (2.2 mmol/L) compared with nonobese patients (2.4 mmol/L) in the non-vasopressor-dependent cohort. Lactate performed poorly-to-moderately well as a biomarker for 30-day mortality between obese and nonobese patients with sepsis, with no differences between BMI groups. Conclusion: Initial lactate levels are lower in obese patients compared with nonobese patients, but are unlikely to be clinically significant. We found no difference in lactate's utility as a biomarker for prediction of 30-day all-cause mortality between obese and nonobese patients. Lactate overall maintains some utility as a predictor of sepsis mortality, though factors that contribute to lactate levels remain unclear. © 2025 The Author(s)",,Final,,Scopus,2-s2.0-105009837190,[WARNING:NoKeywords]
Haapala E.A.,"Identifying adolescents with increased cardiometabolic risk—Simple, but challenging",2025,Jornal de Pediatria,10.1016/j.jped.2024.10.001,[No abstract available],,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85207132593,[WARNING:NoKeywords]
Fu A.Y.; Abramyan A.; Nourollah-Zadeh E.; Gupta G.; Roychowdhury S.; Sundararajan S.,A unique case of cerebellar infarcts: Investigating the intersection of Type II proatlantal artery arising from the common carotid artery and cardiac malformations,2025,Journal of Stroke and Cerebrovascular Diseases,10.1016/j.jstrokecerebrovasdis.2024.108140,[No abstract available],,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85209072895,[WARNING:NoKeywords]
Koh H.B.; Kim H.J.; Kim H.W.; Chang T.I.; Park J.T.; Yoo T.-H.; Kang S.-W.; Han S.H.,Plasma Levels of Fibroblast Growth Factor 21 and Adverse Kidney Outcomes,2025,Mayo Clinic Proceedings,10.1016/j.mayocp.2024.10.026,"Objective: To investigate the association between fibroblast growth factor 21 (FGF21) and adverse kidney outcomes. Methods: From the prospective observational cohort study using data from the UK Biobank between March 13, 2006, and August 31, 2017, a total of 32,281 individuals with estimated glomerular filtration rate of 60 mL/min per 1.73 m2 and higher and urine albumin to creatinine ratio below 30 mg/g (cohort 1) and 3339 individuals with estimated glomerular filtration rate below 60 mL/min per 1.73 m2 or urine albumin to creatinine ratio of 30 mg/g and higher (cohort 2), all with baseline plasma FGF21 measurements, were included. The primary predictor was plasma FGF21 levels measured by proximity extension assay. The primary outcomes were incident chronic kidney disease (CKD) for cohort 1 and incident kidney failure requiring replacement therapy (KFRT) for cohort 2. Results: In cohort 1, 804 (5.6%) participants experienced the CKD outcome during a median 13.7 years of follow-up. A cause-specific competing model revealed adjusted hazard ratios with 95% CIs of 1.01 (0.88 to 1.17), 1.01 (0.87 to 1.17), and 1.25 (1.08 to 1.44) for Q2 to Q4 compared with Q1 (Ptrend=.002). In cohort 2, 83 (2.5%) participants had KFRT during a median 13.7 years of follow-up. Elevated FGF21 levels were similarly associated with a higher KFRT risk, with adjusted hazard ratios of 2.79 (0.97 to 8.05), 3.91 (1.44 to 10.66), and 3.81 (1.44 to 10.08) for Q2 to Q4 (Ptrend=.01). Subgroup analysis revealed stronger association in non-CKD participants with obesity and dyslipidemia, whereas for CKD participants, this association was stronger in those with increased inflammatory markers. Conclusion: Higher FGF21 levels correlated with heightened risks of adverse kidney outcomes in individuals with and without CKD. However, the metabolic abnormalities potentially influencing this association varied according to baseline kidney function. © 2024 Mayo Foundation for Medical Education and Research",,Final,,Scopus,2-s2.0-105009698811,[WARNING:NoKeywords]
Fulcher J.M.; Ives A.N.; Tasaki S.; Kelly S.S.; Williams S.M.; Fillmore T.L.; Zhou M.; Moore R.J.; Qian W.-J.; Paša-Tolić L.; Yu L.; Oveisgharan S.; Bennett D.A.; De Jager P.L.; Petyuk V.A.,Discovery of Proteoforms Associated With Alzheimer's Disease Through Quantitative Top-Down Proteomics,2025,Molecular and Cellular Proteomics,10.1016/j.mcpro.2025.100983,"The complex nature of Alzheimer's disease (AD) and its heterogenous clinical presentation has prompted numerous large-scale -omic analyses aimed at providing a global understanding of the pathophysiological processes involved. AD involves isoforms, proteolytic products, and posttranslationally modified proteins such as amyloid beta (Aβ) and microtubule-associated protein tau. Top-down proteomics directly measures these species and thus, offers a comprehensive view of pathologically relevant proteoforms that are difficult to analyze using traditional proteomic techniques. Here, we broadly explored associations between proteoforms and clinicopathological traits of AD by deploying a quantitative top-down proteomics approach across frontal cortex of 103 subjects selected from the ROS and MAP cohorts. The approach identified 1213 proteins and 11,782 proteoforms, of which 154 proteoforms had at least one significant association with a clinicopathological phenotype. One important finding included identifying Aβ C-terminal truncation state as the key property for differential association between amyloid plaques and cerebral amyloid angiopathy. Furthermore, various N-terminally truncated forms of Aβ had noticeably stronger association with amyloid plaques and global cognitive function. Additionally, we discovered six VGF neuropeptides that were positively associated with cognitive function independent of pathological burden. The database of brain cortex proteoforms provides a valuable context for functional characterization of the proteins involved in AD and other late-onset brain pathologies. © 2025 THE AUTHORS.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105010574199,[WARNING:NoKeywords]
Meyer L.,AI versus diabetologist in the choice of antidiabetic treatments for a patient living with type 2 diabetes: May the best win!; [IA versus diabétologue dans le choix des antidiabétiques chez un sujet vivant avec un diabète de type 2 : que le meilleur gagne !],2025,Medecine des Maladies Metaboliques,10.1016/j.mmm.2025.01.014,[No abstract available],,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105003477989,[WARNING:NoKeywords]
Meeke S.D.; Weemer M.M.,Diabetes medication prescribing trends based on provider type and location in the United States,2025,Preventive Medicine Reports,10.1016/j.pmedr.2024.102947,"Background: As primary care physician numbers continue to decline, more patients with type 2 diabetes are likely to receive care from advanced practice providers (APPs), including physician assistants and nurse practitioners. Analyzing diabetes medication prescribing trends among these provider types is essential for ensuring evidence-based diabetes care. Purpose: This retrospective, cross-sectional pilot study aimed to examine differences in type 2 diabetes medication prescribing trends by provider type (physicians vs. APPs) and geographic location, utilizing National Ambulatory Medical Care Survey (NAMCS) data. Methods: Data from the NAMCS were collected in August 2022 for the years 2015, 2016, 2018 and analyzed using IBM SPSS, employing chi-square analysis to assess associations between provider type, geographic location, and prescribed medications. Frequency distributions were calculated for patient characteristics and provider types. Results: Patients prescribed at least one diabetes medication (N = 1444) were included. Most received care from physicians (93.7 %) in metropolitan areas (82.8 %). Statistically significant associations were found between provider type, geographical location, and medications prescribed. Nurse practitioners were more likely to prescribe newer diabetes medications, while physician assistants frequently prescribed basal insulin. Patients in non-metropolitan statistical areas were more often prescribed older medications, whereas those in the West were less likely to receive older medications. Conclusions: The study revealed distinct prescribing patterns by provider type and geographic location. Notably, APPs tended to prescribe newer or specific medications in certain locations, highlighting the influence of provider type and geography on diabetes care. Further studies should include larger samples of APPs to deepen insights into these trends. © 2024",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85212338473,[WARNING:NoKeywords]
Chang Y.; Ai X.; Wu R.; Zhang S.; Zhang P.; Wu S.,Generation and differentiation of an induced pluripotent stem cell line (FMCPGHi006-A) from a patient with Duchenne muscular dystrophy carrying exons 42–43 deletion in the DMD gene,2025,Stem Cell Research,10.1016/j.scr.2025.103756,"Duchenne muscular dystrophy (DMD) is an X-linked recessive genetic disorder characterized by severe progressive muscle atrophy. Although treatments for respiratory complications have improved, dilated cardiomyopathy (DCM) with heart failure remains the leading cause of death in patients with DMD. We generated an induced pluripotent stem cell (iPSC) line from a patient with a deletion of exons 42–43 in the DMD gene and differentiated it into cardiomyocytes (iPSC-CMs). This iPSC line exhibited normal morphology, karyotype, pluripotency marker expression, and trilineage differentiation, while the iPSC-CMs displayed a typical cardiomyocyte morphology and expressed specific markers. © 2025",,Final,,Scopus,2-s2.0-105008779880,[WARNING:NoKeywords]
Ohsawa M.; Hamai Y.; Emi M.; Ibuki Y.; Kurokawa T.; Hirohata R.; Kitasaki N.; Okada M.,Recurrence and prognostic predictors in pathologic T1N0 esophageal squamous cell carcinoma treated with surgery alone,2025,Surgery (United States),10.1016/j.surg.2024.09.019,"Background: Patients diagnosed with pathologic T1N0 esophageal squamous cell carcinoma and treated with surgery alone have a good prognosis and are generally followed up without adjuvant therapy. However, recurrence has been observed in this patient group. Therefore, this study aimed to identify recurrence and prognostic factors in patients with pathologic T1N0 esophageal squamous cell carcinoma who were treated with surgery alone. Methods: Of the 532 patients who underwent esophagectomy with R0 resection at Hiroshima University Hospital between August 2003 and November 2018, 124 who underwent only esophagectomy and had pathological T1N0 esophageal squamous cell carcinoma were included in the study. Recurrence and prognostic factors were analyzed and details of recurrence were evaluated. Results: The 5-year recurrence-free survival and 5-year overall survival rates were 84.7% and 87.2%, respectively. Recurrence was observed in 12 (9.7%) patients. Univariate and multivariate analyses showed that the histologic type (poorly differentiated compared with others) and lymphatic and/or vascular invasion (positive compared with negative) were statistically significant for recurrence-free survival. Kaplan–Meier curves for recurrence-free survival and overall survival showed that prognosis was significantly stratified according to these factors. All patients with poorly differentiated and positive lymphatic and/or vascular invasion experienced recurrence and recurrence pattern is all distant metastases. Conclusions: Poorly differentiated and lymphatic and/or vascular invasion are important recurrence and prognostic predictors in pathologic T1N0 esophageal squamous cell carcinoma treated with surgery alone. Patients with these prognostic factors experienced increased recurrence rates, often with distant metastasis. Therefore, adjuvant therapy may be beneficial for such patients and follow-ups should be performed at closer intervals. © 2024 The Author(s)",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85206618614,[WARNING:NoKeywords]
Utter G.H.; Ray M.; Fang S.-Y.; Tokareva I.; Nievera M.; Weyrich M.S.; Michie A.; Lefebvre M.; West C.; Magoulick K.; Schreiber M.; Romano P.S.,Development and validation of an electronic quality measure for postoperative respiratory failure,2025,Surgery (United States),10.1016/j.surg.2025.109467,"Background: Postoperatively, prolonged mechanical ventilation or unplanned intubation—collectively, “postoperative respiratory failure”—has high morbidity and mortality risk, but hospitals' automated ability to detect this complication is currently limited. Study Design: We developed an electronic clinical quality measure for postoperative respiratory failure on the basis of input from clinical and quality experts. Using 2022 structured electronic health record data from 12 diverse hospitals encompassing 2 common electronic health record vendors, we retrospectively evaluated criteria for postoperative respiratory failure after an operation during an elective hospitalization. We sampled all denominator-eligible cases meeting postoperative respiratory failure criteria, and a subset that did not, from each center. Trained nurse abstractors reviewed medical records using a standard instrument. We assessed the positive and negative predictive value of the measure (with 95% confidence intervals), and the discrimination and calibration of its risk model. Results: Among 95 records flagged by the measure and 310 denominator-eligible records not flagged, the postoperative respiratory failure electronic clinical quality measure numerator criteria had a positive predictive value of 88.7% (95% confidence intervals, 80.6–94.2%) and negative predictive value of 99.7% (95% confidence intervals, 98.2–100%). False-positive results frequently involved easily correctible respiratory therapist documentation errors. Risk-adjusted rates of postoperative respiratory failure across hospitals ranged from 0.0 to 16.8/1,000 hospitalizations. The risk model, which included 8 comorbidities, 6 laboratory tests, and American Society of Anesthesiologists physical status classification, had a c-statistic of 0.91. Conclusion: Postoperative respiratory failure can be measured with high validity from readily available, structured electronic health record data. A postoperative respiratory failure electronic clinical quality measure would not be dependent on administrative claims data or collection by trained abstractors, offering the potential to inform quality improvement in elective perioperative care. © 2025 Elsevier Inc.",,Final,,Scopus,2-s2.0-105007165402,[WARNING:NoKeywords]
Kawashima J.; Endo Y.; Khalil M.; Woldesenbet S.; Akabane M.; Ruzzenente A.; Ratti F.; Marques H.; Oliveira S.; Balaia J.; Cauchy F.; Lam V.; Poultsides G.; Kitago M.; Popescu I.; Martel G.; Gleisner A.; Hugh T.J.; Aldrighetti L.; Endo I.; Pawlik T.M.,Development and validation of a preoperative risk prediction model for severe complications and very early recurrence after liver resection for hepatocellular carcinoma,2025,Surgery (United States),10.1016/j.surg.2025.109527,"Introduction: We sought to develop and externally validate a preoperative model for predicting the risk of severe complications and very early recurrence after liver resection for hepatocellular carcinoma. Methods: Patients who underwent curative-intent hepatectomy for hepatocellular carcinoma between 2000 and 2023 were identified using a multi-institutional international database. Preoperative characteristics were assessed in relation to severe complications (defined as complications with a Clavien-Dindo classification III or greater) and very early recurrence (recurrence within 6 months after surgery) using multivariable analysis. Predictive models for severe complications and very early recurrence were developed and externally validated. Results: Among 969 patients, 97 patients (10.0%) experienced severe complications, and 116 patients (12.0%) developed very early recurrence. On multivariable analysis, American Society of Anesthesiologists class >2 and greater albumin-bilirubin score were associated with severe complications. Meanwhile, a greater albumin-bilirubin score and higher tumor burden score were associated with very early recurrence. A predictive model for very early recurrence was able to stratify patients relative to their risk for recurrence: low-risk (6-month recurrence-free survival, 94.1%), medium-risk (6-month recurrence-free survival, 86.0%), and high-risk (6-month recurrence-free survival, 67.1%). A total of 74 patients (7.6%) had an unfavorable risk profile (severe complication risk ≥30% and high-risk for very early recurrence). The discriminative accuracy of the severe complications (training: area under the curve, 0.69; external validation: area under the curve, 0.80) and very early recurrence (training: C-index: 0.65; external validation: C-index: 0.71) models were favorable (see online calculator: https://junkawashima.shinyapps.io/HCC_comp_VER/). Conclusion: An easy-to-use online calculator stratified patients relative to short- and long-term risks, identifying a subset of patients at a high risk of severe complications and very early recurrence who were unlikely to benefit from surgical resection. © 2025 Elsevier Inc.",,Final,,Scopus,2-s2.0-105009002442,[WARNING:NoKeywords]
Gordon R.; Kerr J.; Feist A.; Mariski M.; Kozuch J.,Glucagon-Like Peptide-1 Receptor Agonists Compared to Insulin for Post-Transplant Diabetes Mellitus After Solid Organ Transplant,2025,Transplantation Proceedings,10.1016/j.transproceed.2025.02.031,"Pre-existing diabetes mellitus (DM) prior to solid organ transplant (SOT) and development of post-transplant diabetes mellitus (PTDM) is common. The use of novel agents, such as glucagon-like peptide-1 receptor agonists (GLP-1 RA), has increased in the general population due to beneficial effects on cardiovascular disease (CVD) and weight loss. However, there is limited data in the SOT population. A retrospective, observational, matched cohort study in outpatient SOT recipients on injectable diabetes therapy was performed at a single academic medical center. The purpose of the study was to compare glycemic control in SOT recipients using a GLP-1-RA-containing regimen compared with insulin-only when initiated within 12 months of transplant. Seventy patients were included in the analysis with 51% of subjects in each group reaching their A1c goal within 1 year after starting diabetes therapy. The median A1c was 7.0% in the GLP-1 RA group and 6.9% in the insulin only group (P = .30). One year after starting diabetes therapy, insulin use decreased to 69% in the GLP-1 RA group, while 94% of subjects in the insulin only group remained on insulin (P = .007). There were 7.2 fewer injections per week in the GLP-1 RA group compared to 4.6 more in the insulin group (P < 0.001). In SOT recipients within 12 months of transplant, the use of GLP-1 RA for blood glucose management had the same A1C goal attainment as insulin-only while allowing for fewer injections per week. © 2025 The Authors",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105000929643,[WARNING:NoKeywords]
Cavanaugh D.; Holt S.K.; Dwyer E.; Petersen E.; Gore J.L.; Schade G.R.; Grivas P.; Hsieh A.C.; Lee J.K.; Montgomery B.; Schweizer M.T.; Yezefski T.; Yu E.Y.; Chen J.J.; Liao J.J.; Weg E.; Zeng J.; Jannat S.; Berry D.L.; Master V.A.; Garcia J.M.; Reed M.J.; Bentov I.; Wright J.L.; Psutka S.P.,Prospective evaluation of comprehensive geriatric assessments in multidisciplinary bladder cancer care and implications for personalized vulnerability phenotyping,2025,Urologic Oncology: Seminars and Original Investigations,10.1016/j.urolonc.2025.03.025,"Purpose: Frailty predicts adverse outcomes in bladder cancer (BC). Current guidelines endorse completion of Comprehensive Geriatric Assessments (CGAs) in older adults prior to treatment election to objectively measure frailty, however, these are rarely performed in urologic practice due to inadequate resources. We hypothesized CGA implementation would be feasible and identify multifaceted vulnerabilities beyond standard risk assessments in a multidisciplinary BC clinic and developed a novel method to visualize “vulnerability phenotypes” to guide supportive interventions. Methods: Adults with BC were prospectively enrolled (June, 2020–July, 2021). Initially, patients underwent standard of care (SOC) risk assessment (N = 27). Subsequently, patients completed CGAs augmented with body composition assessments (N = 67). CGA completion time, rates, and patient-reported burden were assessed. Interdependence of CGA domains were quantified using Spearman correlation coefficients and compared decisional conflict and regret between arms. Vulnerability phenotypes were visualized using Spider Plots, generated in R. Clinical and survival associations with CGAs were evaluated using Cox proportional hazards models. Results: 94 patients were enrolled with a median age of 72 years. Instrument completion in the CGA cohort was 79% to 100%. 91% of patients reported CGA completion was at most minimally burdensome. CGAs identified vulnerabilities including 31% vulnerable-to-moderately frail, 21% with mild-to-severe depression, 3% with mild-moderate dementia, and 40% at risk for malnutrition-malnourished. Frailty measures across instruments were weakly correlated (rho <0.4). In this heterogeneous cohort, vulnerability domains were not significantly associated with decisional conflict/regret, survival, nor complication rates after treatment. A novel Spider Plot tool is proposed to facilitate communication of the dominant vulnerability-driving individual risks. Conclusions: CGAs can be successfully incorporated into uro-oncology practice with low perceived burden, identifying key vulnerabilities with implications for clinical care. Weak correlations across instruments support the value of gathering information across discrete domains. We present a novel approach to visually characterize personalized vulnerability phenotypes. © 2025 Elsevier Inc.",,Final,,Scopus,2-s2.0-105004283444,[WARNING:NoKeywords]
Tafrishi A.; Alva T.; Chartron J.; Wheeldon I.,Ribo-seq guided design of enhanced protein secretion in Komagataella phaffii,2025,Metabolic Engineering,10.1016/j.ymben.2025.04.007,"The production of recombinant proteins requires the precise coordination of various biological processes, including protein synthesis, folding, trafficking, and secretion. The overproduction of a heterologous protein can impose various bottlenecks on these networks. Identifying and alleviating these bottlenecks can guide strain engineering efforts to enhance protein production. The methylotrophic yeast Komagataella phaffii is used for its high capacity to produce recombinant proteins. Here, we use ribosome profiling to identify bottlenecks in protein secretion during heterologous expression of human serum albumin (HSA). Validation of this analysis showed that the knockout of non-essential genes whose gene products target the ER, through co- and post-translational mechanisms, and have high ribosome utilization can increase production of a heterologous protein, HSA. A triple knockout in co-translationally translocated carbohydrate and acetate transporter Gal2p, cell wall maintenance protein Ydr134cp, and the post-translationally translocated cell wall protein Aoa65896.1 increased HSA production by 35 %. This data-driven strain engineering approach uses cell-level information to identify gene targets for phenotype improvement. This specific case identifies hits and creates strains with improved HSA production, with Ribo-seq and bioinformatic analysis to identify non-essential ER targeted proteins that are high ribosome utilizers. © 2025 The Authors",,Final,,Scopus,2-s2.0-105004345673,[WARNING:NoKeywords]
Buteau J.P.; Kostos L.; Jackson P.A.; Xie J.; Haskali M.B.; Alipour R.; McIntosh L.E.; Emmerson B.; MacFarlane L.; Martin C.A.; Chan J.; Williams S.E.; Jewell K.E.; Eifer M.; Hamilton A.J.; Harris W.Q.; Akhurst T.; Au L.; Cardin A.J.; Furic L.; Kashyap R.K.; Kong G.; Ravi Kumar A.S.; Murphy D.G.; Ravi R.; Saghebi J.; Sandhu S.; Tran B.; Azad A.A.; Hofman M.S.,"First-in-human results of terbium-161 [161Tb]Tb-PSMA-I&T dual beta–Auger radioligand therapy in patients with metastatic castration-resistant prostate cancer (VIOLET): a single-centre, single-arm, phase 1/2 study",2025,The Lancet Oncology,10.1016/S1470-2045(25)00332-8,"Background: Terbium-161 (161Tb) emits beta-radiation similar to lutetium-177 (177Lu), with additional radiation over ultra-short path lengths from Auger electrons. 161Tb has shown superior in-vitro and in-vivo efficacy compared with 177Lu. We aimed to evaluate the safety of [161Tb]Tb-PSMA-I&T in patients with metastatic castration-resistant prostate cancer (mCRPC). Methods: VIOLET was an investigator-initiated, single-centre, phase 1/2 trial, conducted at the Peter MacCallum Cancer Centre (Melbourne, VIC, Australia). Eligible patients were men aged 18 years or older with progressive mCRPC (histologically or cytologically confirmed adenocarcinoma of the prostate or unequivocal diagnosis of metastatic prostate cancer with an elevated serum prostate specific antigen) previously treated with an androgen receptor pathway inhibitor and taxane chemotherapy (unless medically unsuitable), Eastern Cooperative Oncology Group performance status of 0–2, and prostate-specific membrane antigen (PSMA) positivity (maximum standardised uptake value ≥20 on PSMA PET-CT) without discordance on 2-[18F]fluoro-2-deoxy-D-glucose (FDG) PET-CT. Dose escalation (3 + 3 design) had three prespecified radioactivities (4·4 GBq, 5·5 GBq, and 7·4 GBq). Up to six cycles of [161Tb]Tb-PSMA-I&T were administered intravenously every 6 weeks, reduced by 0·4 GBq for each cycle. Primary endpoints of phase 1 were dose-limiting toxicities, the maximum tolerated dose, and the recommended phase 2 dose, and the primary objective of phase 2 was evaluation of adverse events as defined by Common Terminology Criteria for Adverse Events version 5.0. We present here an interim analysis, with follow-up ongoing and recruitment reopened for an additional dose level (9·5 GBq). The trial is registered at ClinicalTrials.gov (NCT05521412). Findings: Between Oct 14, 2022 and Feb 15, 2024, 30 eligible patients were enrolled. Median age was 69·0 years (IQR 66·0–74·8), screening PSA 26·9 ng/mL (10·1–70·0), PSMA mean standardised uptake value 8·2 (7·4–10·8), and 20 (67%) of 30 patients had received previous docetaxel. There were no dose-limiting toxicities. The maximum administered dose and recommended phase 2 dose was 7·4 GBq. Grade 3 treatment-related adverse events (TRAEs) were limited to pain (one [3%] of 30; the only serious TRAE) and lymphopenia (one [3%] of 30). No grade 4 TRAEs or treatment-related deaths occurred. No dose reductions or treatment discontinuation occurred for toxicity. Interpretation: [161Tb]Tb-PSMA-I&T is safe at the maximum administered dose of 7·4 GBq. Further investigation of this promising radionuclide is warranted in larger, randomised clinical trials. Funding: Prostate Cancer Foundation, Peter MacCallum Cancer Foundation, National Health and Medical Research Council Investigator Grant, Isotopia Molecular Imaging. © 2025 Elsevier Ltd",,Final,,Scopus,2-s2.0-105009937111,[WARNING:NoKeywords]
