Authors,Title,Year,Source title,DI,Abstract,Author Keywords,Publication Stage,Open Access,Source,EID,OpenAlex_KW
Almahayni K.; Salvador J.B.; Conti R.; Widera A.; Spiekermann M.; Wehner D.; Grützmacher H.; Möckl L.,Tailored Bisacylphosphane Oxides for Precise Induction of Oxidative Stress-Mediated Cell Death in Biological Systems,2025,ACS Chemical Biology,10.1021/acschembio.4c00399,"Precise cell elimination within intricate cellular populations is hampered by issues arising from the multifaceted biological properties of cells and the expansive reactivity of chemical agents. Current chemical platforms are often limited by their complexity, toxicity, and poor physical/chemical properties. Here, we report on the synthesis of a structurally versatile library of chemically tunable bisacylphosphane oxides (BAPOs), which harnesses the spatiotemporal precision of light delivery, thereby establishing a universal strategy for on-demand, precise cellular ablation in vitro and in vivo. (Figure presented.) © 2024 The Authors. Published by American Chemical Society.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85208405940,[WARNING:NoKeywords]
Hentsch A.; Guberman M.; Radetzki S.; Kaushik S.; Huizenga M.; He Y.; Contzen J.; Kuhn B.; Benz J.; Schippers M.; Paul J.; Leibrock L.; Collin L.; Wittwer M.; Topp A.; O’Hara F.; Heer D.; Hochstrasser R.; Blaising J.; von Kries J.P.; Mu L.; van der Stelt M.; Mergenthaler P.; Lipstein N.; Grether U.; Nazaré M.,Highly Specific Miniaturized Fluorescent Monoacylglycerol Lipase Probes Enable Translational Research,2025,Journal of the American Chemical Society,10.1021/jacs.4c15223,"Monoacylglycerol lipase (MAGL) is the pivotal catabolic enzyme responsible for signal termination in the endocannabinoid system. Inhibition of MAGL offers unique advantages over the direct activation of cannabinoid receptors in treating cancer, metabolic disorders, and inflammatory diseases. Although specific fluorescent molecular imaging probes are commonly used for the real-time analysis of the localization and distribution of drug targets in cells, they are almost invariably composed of a linker connecting the pharmacophore with a large fluorophore. In this study, we have developed miniaturized fluorescent probes targeting MAGL by incorporating a highly fluorescent boron-dipyrromethene (BODIPY) moiety into the inhibitor structure that interacts with the MAGL active site. These miniaturized fluorescent probes exhibit favorable drug-like properties such as high solubility and permeability, picomolar potency for MAGL across various species, and high cell selectivity and specificity. A range of translational investigations were conducted, including cell-free fluorescence polarization assays, fluorescence-activated cell sorting analysis, and confocal fluorescence microscopy of live cancer cells, live primary neurons, and human-induced pluripotent stem cell-derived brain organoids. Furthermore, the application of red-shifted analogs or 18F positron emission labeling illustrated the significant versatility and adaptability of the fluorescent ligands in various experimental contexts. © 2025 The Authors. Published by American Chemical Society.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-86000612804,[WARNING:NoKeywords]
Hynes M.C.; Watling C.Z.; Dunneram Y.; Key T.J.; Perez-Cornago A.,"Associations of body composition measures with circulating insulin-like growth factor-I, testosterone, and sex hormone-binding globulin concentrations in 16,000 men",2024,International Journal of Obesity,10.1038/s41366-024-01633-0,"Background: Adiposity is positively associated with risk of some cancer sites and other health conditions in men; however, it is unclear if endogenous hormones play a role in these associations. We examined how body composition, measured from magnetic resonance imaging (MRI) and common measures of adiposity (e.g., body mass index (BMI)), are related to hormone concentrations in men from the UK Biobank study. Methods: Up to 16,237 men with available body composition data (including visceral, subcutaneous, and liver fat, muscle fat infiltration (MFI), lean tissue, and common adiposity measures) and serum hormone measurements (insulin-like growth factor-I (IGF-I), total testosterone, sex hormone-binding globulin (SHBG), and calculated free testosterone) were included. Multivariable-adjusted linear regression models were used to determine the geometric mean hormone and SHBG concentrations across categories of each exposure. Results: Common measurements of adiposity were highly correlated with MRI measures of central and total adiposity (r = 0.76–0.91), although correlations with ectopic fat (liver fat and MFI) were lower (r = 0.43–0.54). Most adiposity measurements showed an inverse U- or J-shaped association with circulating IGF-I and free testosterone; however, MFI was linearly inversely associated, and lean tissue volume was positively associated with both IGF-I and free testosterone concentrations. All body composition measures were inversely associated with total testosterone and SHBG concentrations (relative geometric mean difference between Q5 vs. Q1: 20–30%). Conclusion: Our results show that common adiposity and most MRI measures of adiposity relate similarly to serum hormone concentrations; however, associations with ectopic fat (particularly MFI) and lean tissue were different. © The Author(s) 2024.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85207024096,[WARNING:NoKeywords]
Nadaraia T.; Whittaker E.; Kenyon I.; Boonpor J.; Zhou Z.; Nakada S.; Rochmawati I.D.; Celis-Morales C.; Ward J.; Rod N.H.; Pell J.P.; Minnis H.; Hehlmann T.; Ho F.K.; Mackay D.,"Childhood maltreatment, adulthood obesity and incident type 2 diabetes: a retrospective cohort study using UK Biobank: Epidemiology and Population Health",2025,International Journal of Obesity,10.1038/s41366-024-01652-x,"Background: This study aims to explore the association of childhood maltreatment with obesity and type 2 diabetes (T2D) in adulthood, and whether obesity is a mediator of the latter. Methods: In a retrospective cohort study using UK Biobank data, participants recalled childhood maltreatment. Linear regression, logistic regression, and Cox proportional hazard models were used to investigate the associations with body mass index (BMI), obesity, and T2D, adjusted for sociodemographic factors. Decomposition analysis was used to examine the extent to which T2D excess risk was attributed to BMI. Results: Of the 153,601 participants who completed the childhood maltreatment questions, one-third reported some form of maltreatment. Prevalence of adult obesity and incidence of T2D were higher with the number of reported childhood maltreatment types. People who reported ≥3 types of childhood maltreatment were at higher risk of obesity (OR 1.55, 95% CI 1.47–1.63) and incident T2D (HR 1.65, 95% CI 1.52–1.80). Excess T2D risk among those reporting maltreatment could be reduced by 39% if their BMI was comparable to participants who had not been maltreated, assuming causality. Conclusions: People who recalled maltreatment in childhood are at higher risk of T2D in adulthood, partly due to obesity. © The Author(s) 2024.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85207309960,[WARNING:NoKeywords]
Sweis N.; Jorgensen J.; Zeng J.; Choo-Kang C.; Zapater J.; Bedu-Addo K.; Forrester T.; Bovet P.; Lambert E.V.; Riesen W.; Korte W.; Dai Y.; Dugas L.R.; Layden B.T.; Luke A.,The relationship between leptin-to-adiponectin ratio and HOMA-IR and metabolic syndrome in five African-origin populations: Epidemiology and Population Health,2025,International Journal of Obesity,10.1038/s41366-024-01655-8,"Objective: This cross-sectional study aims to assess the associations between serum leptin, adiponectin, leptin-to-adiponectin ratio (L/A ratio), and metabolic syndrome (MS) and HOMA-IR in five African-origin populations: Ghana, South Africa, Jamaica, Seychelles, and US. Methods: Clinical measures included serum glucose, insulin, adipokines, blood pressure and anthropometric measures. MS was determined using the Harmonized criteria. The final sample included 2087 adults. Results: After adjusting for age, sex, and fat mass, L/A ratio, unlike HOMA-IR, was significantly associated with MS across all sites (p < 0.001). Within sites, L/A ratio was only associated with MS and HOMA-IR in the US (p < 0.001) and South Africa (p < 0.01), respectively. Leptin was associated with MS in South Africa only (p < 0.05) but was significantly associated with HOMA-IR across all five sites and within the US (p < 0.05). Similarly, adiponectin was associated with HOMA-IR in South Africa (p < 0.05) and with MS across all five sites (p < 0.001) and within each site separately, except Ghana. Conclusions: Our study suggests that individuals of the African diaspora in different geographical locations may differ in the determinants of MS. Future studies should investigate the determinants for the disparate relationships between MS, IS and adipokines across different African-origin populations. © The Author(s) 2024.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85207244017,[WARNING:NoKeywords]
Rüfer A.; Nilius H.; Hermine O.; Niedoszytko M.; Oude Elberink J.N.G.; Bonadonna P.; Shoumariyeh K.; Gulen T.; Hartmann K.; Sabato V.; Angelova-Fischer I.; Baffoe D.; Christen D.; Belloni Fortina A.; Breynaert C.; Brockow K.; von Bubnoff N.; Bumbea H.; van Daele P.; Doubek M.; Dybedal I.; Elena C.; Fokoloros C.; Górska A.; Heizmann M.; Jentzsch M.; Klein S.; Lübke J.; Mattsson M.; Mulder A.; Panse J.; Schug T.D.; Sciumè M.; Stefan A.; Sztormowska M.; Várkonyi J.; Wortmann F.; Yavuz A.S.; Sperr M.; Gotlib J.; Reiter A.; Triggiani M.; Sperr W.R.; Valent P.,"Prognostic impact of expression of CD2, CD25, and/or CD30 in/on mast cells in systemic mastocytosis: a registry study of the European Competence Network on Mastocytosis: CHRONIC MYELOPROLIFERATIVE NEOPLASMS",2025,Leukemia,10.1038/s41375-024-02504-3,"Expression of CD2, CD25 and/or CD30 in extracutaneous mast cells (MC) is a minor diagnostic criterion for systemic mastocytosis (SM) in the classification of the World Health Organization and International Consensus Classification. So far, it remains unknown whether expression of these antigens on MC is of prognostic significance in SM. We performed a retrospective multi-center study of patients with SM using the data set of the registry of the European Competence Network on Mastocytosis, including 5034 patients with various MC disorders. The percentage of CD2-, CD25+ and/or CD30+ MC was considerably lower in patients with indolent SM compared to patients with advanced SM, including aggressive SM and MC leukemia. Whereas CD25 and CD30 expression in MC could not be associated with prognosis, we found that lack of CD2 expression in MC is associated with a significantly reduced overall survival (OS) in patients with SM (p < 0.0001). Lack of CD2 was also associated with the presence of extramedullary involvement affecting the spleen, liver, and/or lymph nodes (odds ratio 2.63 compared to SM with CD2+ MC). Together, lack of CD2 expression in MC is a prognostic marker and indicator of reduced OS and extramedullary disease expansion in patients with SM. (Figure presented.) © The Author(s) 2025.",,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85217240983,[WARNING:NoKeywords]
Tomsa D.; Liu Y.; Stefanson A.; Ren X.; Sokoro A.A.H.; Komenda P.; Tangri N.; Zahedi R.P.; Rigatto C.; Lin F.,A passive flow microreactor for urine creatinine test,2025,Microsystems and Nanoengineering,10.1038/s41378-025-00880-z,"Chronic kidney disease (CKD) significantly affects people’s health and quality of life and presents a high economic burden worldwide. There are well-established biomarkers for CKD diagnosis. However, the existing routine standard tests are lab-based and governed by strict regulations. Creatinine is commonly measured as a filtration biomarker in blood to determine estimated Glomerular Filtration Rate (eGFR), as well as a normalization factor to calculate urinary Albumin-to-Creatinine Ratio (uACR) for CKD evaluation. In this study, we developed a passive flow microreactor for colorimetric urine creatinine measurement (uCR-Chip), which is highly amenable to integration with our previously developed microfluidic urine albumin assay. The combination of the 2-phase pressure compensation (2-PPC) technique and microfluidic channel network design accurately controls the fluidic mixing ratio and chemical reaction. Together with an optimized observation window (OW) design, a uniform and stable detection signal was achieved within 7 min. The color signal was measured by a simple USB microscope-based platform to quantify creatinine concentration in the sample. The combination of the custom in-house photomask production techniques and dry-film photoresist-based lithography enabled rapid iterative design optimization and precise chip fabrication. The developed assay achieved a dynamic linear detection range up to 40 mM and a lower limit of detection (LOD) of 0.521 mM, meeting the clinical precision requirements (comparable to existing point-of-care (PoC) systems). The microreactor was validated using creatinine standards spiked into commercial artificial urine that mimics physiological matrix. Our results showed acceptable recovery rate and low matrix effect, especially for the low creatinine concentration range in comparison to a commercial PoC uACR test. Altogether, the developed uCR-Chip offers a viable PoC test for CKD assessment and provides a potential platform technology to measure various disease biomarkers. (Figure presented.) © The Author(s) 2025.",,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105001656350,[WARNING:NoKeywords]
Gong B.; Yang W.; Xing Y.; Lai Y.; Shan Z.,"Global, regional, and national burden of type 1 diabetes in adolescents and young adults",2025,Pediatric Research,10.1038/s41390-024-03107-5,"Background: Type 1 diabetes (T1D) incidence in adolescents varies widely, but has increased globally in recent years. This study reports T1D burden among adolescents and young adults aged 10–24-year-old age group at global, regional, and national levels. Methods: Based on the Global Burden of Disease Study 2019, we described the burden of T1D in the 10–24-year-old age group. We further analyzed these trends by age, sex, and the Social Development Index. Joinpoint regression analysis was used to assess temporal trends. Results: T1D incidence among adolescents and young adults increased from 7·78 per 100,000 population (95% UI, 5·27–10·60) in 1990 to 11·07 per 100,000 population (95% UI, 7·42–15·34) in 2019. T1D mortality increased from 5701·19 (95% UI, 4642·70–6444·08) in 1990 to 6,123·04 (95% UI, 5321·82–6887·08) in 2019, representing a 7·40% increase in mortality. The European region had the highest T1D incidence in 2019. Middle-SDI countries exhibited the largest increase in T1D incidence between 1990 and 2019. Conclusion: T1D is a growing health concern globally, and T1D burden more heavily affects countries with low SDI. Specific measures and effective collaboration among countries with different SDIs are required to improve diabetes care in adolescents. Impact: We assessed trends in T1D incidence and burden among youth in the 10–24-year-old age group by evaluating data from the Global Burden of Disease Study 2019. Our results demonstrated that global T1D incidence in this age group increased over the past 30 years, with the European region having the highest T1D incidence. Specific measures and effective collaboration among countries with different SDIs are required to improve diabetes care in adolescents. © The Author(s) 2024.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85186606794,[WARNING:NoKeywords]
Levene I.; Hardy P.; Bell J.L.; Cole C.; Stanbury K.; O’Brien F.; Fewtrell M.; Quigley M.A.,Lactation-focused audio relaxation versus standard care for mothers of very preterm infants (the EXPRESS randomised clinical trial),2025,Pediatric Research,10.1038/s41390-024-03577-7,"Background: Mothers of very premature newborns often have low milk supply. Systematic review has shown increased milk quantity with relaxation interventions. We hypothesised that a self-directed audio relaxation and lactation-specific visualisation would increase milk quantity after a very premature birth. Methods: Unmasked, randomised, controlled trial, recruiting 132 participants in four United Kingdom neonatal units. Eligible women had given birth to one or two infants between 23+0 and 31+6 weeks of gestation. The intervention was a 12-min voice recording including breathing exercises, muscle relaxation and lactation-specific visualisation. Primary outcome was the highest 24-h breastmilk weight expressed on any of day 4, day 14 or day 21 after birth. Results: Mean birth gestation was 27.8 weeks (SD 2.4), with 26% of participants giving birth under 26 weeks (34/132). Adjusted mean difference in primary outcome was 73.9 g (95% CI −61.7 to 209.5, p = 0.28). Spielberger State-Trait Anxiety Index adjusted mean difference was −1.9 (−8.2 to 4.3, p = 0.54). The majority of relaxation group participants felt the intervention was relaxing (32/42, 76%). Conclusions: There was no beneficial effect of this relaxation intervention on milk quantity. Mothers of very premature infants may value relaxation interventions but they are unlikely to have a large effect on milk quantity. Impact: This randomised trial did not show a beneficial effect of a self-directed audio relaxation and visualisation on mothers’ own milk quantity expressed after very preterm birth. Mothers of very and extremely preterm infants may value relaxation interventions, but they are unlikely to have a large effect on milk quantity. Prior systematic review of mixed populations has shown an increase in mothers’ own milk quantity with relaxation interventions. Combining this study with existing meta-analysis could result in a new hypothesis that the lower the gestation at birth, the smaller the impact of relaxation on milk quantity. © The Author(s) 2024.",,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85205078985,[WARNING:NoKeywords]
Guo X.; Yang Y.-Y.; Zhou R.; Tian G.; Shan C.; Liu J.-M.; Li R.,Causal effect of blood osteocalcin on the risk of Alzheimer’s disease and the mediating role of energy metabolism,2024,Translational Psychiatry,10.1038/s41398-024-02924-w,"Growing evidence suggests an association between osteocalcin (OCN), a peptide derived from bone and involved in regulating glucose and lipid metabolism, and the risk of Alzheimer’s disease (AD). However, the causality of these associations and the underlying mechanisms remain uncertain. We utilized a Mendelian randomization (MR) approach to investigate the causal effects of blood OCN levels on AD and to assess the potential involvement of glucose and lipid metabolism. Independent instrumental variables strongly associated (P < 5E-08) with blood OCN levels were obtained from three independent genome-wide association studies (GWAS) on the human blood proteome (N = 3301 to 35,892). Two distinct summary statistics datasets on AD from the International Genomics of Alzheimer’s Project (IGAP, N = 63,926) and a recent study including familial-proxy AD patients (FPAD, N = 472,868) were used. Summary-level data for fasting glucose (FG), 2h-glucose post-challenge, fasting insulin, HbA1c, low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, total cholesterol (TC), and triglycerides were incorporated to evaluate the potential role of glucose and lipid metabolism in mediating the impact of OCN on AD risk. Our findings consistently demonstrate a significantly negative correlation between genetically determined blood OCN levels and the risk of AD (IGAP: odds ratio [OR, 95%CI] = 0.83[0.72–0.96], P = 0.013; FPAD: OR = 0.81 [0.70–0.93], P = 0.002). Similar estimates with the same trend direction were obtained using other statistical approaches. Furthermore, employing multivariable MR analysis, we found that the causal relationship between OCN levels and AD was disappeared after adjustment of FG and TC (IGAP: OR = 0.97[0.80–1.17], P = 0.753; FPAD: OR = 0.98 [0.84–1.15], P = 0.831). There were no apparent instances of horizontal pleiotropy, and leave-one-out analysis showed good stability of the estimates. Our study provides evidence supporting a protective effect of blood OCN levels on AD, which is primarily mediated through regulating FG and TC levels. Further studies are warranted to elucidate the underlying physio-pathological mechanisms. © The Author(s) 2024.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85193738047,[WARNING:NoKeywords]
Dingli S.; Rothweiler P.; Binder M.; Cook J.; Gertz M.A.; Hayman S.; Kapoor P.; Kourelis T.; Kumar S.K.; Siddiqui M.; Warsame R.; Lin Y.; Erdman A.G.; Dingli D.,The ratio of brain to liver glucose activity and disease activity in multiple myeloma,2025,Blood Cancer Journal,10.1038/s41408-025-01280-2,"Changes in metabolic activity in tumor cells is one of the hallmarks of cancer. Cancer cells exhibit the Warburg effect with high glucose consumption for their energy needs. This provides the basis for imaging using 18F-2-deoxy-D-glucose for positron emission tomography to assess tumor burden and response to therapy. We postulated that metabolically active tumors may compete with the brain for glucose uptake and evaluated glucose uptake in the brain and liver in patients with multiple myeloma in various states of response and relapse. The ratio of brain to liver glucose activity (B2LR) mirrors disease activity in myeloma, predicts the presence of extramedullary disease and is also predictive of a short response to chimeric antigen receptor T cell therapy. Patients with a low B2LR also have an inferior survival compared to patients with persistently higher B2LR values. Our simple metabolic ratio has prognostic implications in myeloma and other tumors. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105004446710,[WARNING:NoKeywords]
Smiriglia A.; Lorito N.; Bacci M.; Subbiani A.; Bonechi F.; Comito G.; Kowalik M.A.; Perra A.; Morandi A.,Estrogen-dependent activation of TRX2 reverses oxidative stress and metabolic dysfunction associated with steatotic disease,2025,Cell Death and Disease,10.1038/s41419-025-07331-7,"Metabolic dysfunction-associated steatotic liver disease (MASLD) encompasses a spectrum of hepatic disorders, ranging from simple steatosis to steatohepatitis, with the most severe outcomes including cirrhosis, liver failure, and hepatocellular carcinoma. Notably, MASLD prevalence is lower in premenopausal women than in men, suggesting a potential protective role of estrogens in mitigating disease onset and progression. In this study, we utilized preclinical in vitro models—immortalized cell lines and hepatocyte-like cells derived from human embryonic stem cells—exposed to clinically relevant steatotic-inducing agents. These exposures led to lipid droplet (LD) accumulation, increased reactive oxygen species (ROS) levels, and mitochondrial dysfunction, along with decreased expression of markers associated with hepatocyte functionality and differentiation. Estrogen treatment in steatotic-induced liver cells resulted in reduced ROS levels and LD content while preserving mitochondrial integrity, mediated by the upregulation of mitochondrial thioredoxin 2 (TRX2), an antioxidant system regulated by the estrogen receptor. Furthermore, disruption of TRX2, either pharmacologically using auranofin or through genetic interference, was sufficient to counteract the protective effects of estrogens, highlighting a potential mechanism through which estrogens may prevent or slow MASLD progression. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85217731665,[WARNING:NoKeywords]
Zhang L.; Qiu P.; Shen S.; Zhang C.; Qin J.; Xu Z.; Yixi Z.; Lv J.; Pu H.; Lei J.; Lu X.; Huang Q.; Yi B.; Yin M.,Polydopamine-modified hydrogel nanofibers for sustained SFRP2 release: synergistic promotion of angiogenesis and nerve regeneration,2025,NPG Asia Materials,10.1038/s41427-025-00610-x,"Hydrogel nanofibers provide a regeneration-permissive environment conducive to the regrowth of numerous nerve fibers, thereby enhancing regenerative capacity in cases of peripheral nerve injury and spinal cord injury. However, developing hydrogel nanofiber-based nerve guidance conduits (NGCs) with tailored drug release profiles to synergistically promote angiogenesis and axonal regeneration remains a significant challenge. In this study, novel polydopamine (PDA)-modified gelatin methacryloyl (GelMA) hydrogel nanofibers are developed as an efficient drug delivery platform for sustained release of Secreted Frizzled-Related Protein-2 (SFRP2). This platform aims to promote neurite outgrowth, facilitate nerve function recovery, and enhance angiogenesis through Wnt signaling pathways. Results indicate that PDA coating significantly improves the hydrophilicity and mechanical properties of GelMA hydrogel nanofibers, which were fabricated using a combination of electrospinning and photo-crosslinking technology. This modification enables SFRP2 loading for sustained release through π-π stacking interactions and hydrogen bonding. In vitro experiments demonstrate that SFRP2-loaded hydrogel nanofibers effectively enhance the adhesion, proliferation, viability, and migration of Mouse Schwann Cells (MSCs), while also promoting tube formation and ameliorating the inflammatory microenvironment of Human Umbilical Vein Endothelial Cells (HUVECs). Furthermore, the SFRP2-loaded hydrogel nanofibers are confirmed to exert their functions for angiogenesis and peripheral nerve regeneration via the calcium-dependent calcineurin/NFATc3 signaling pathway. Finally, the hydrogel nanofiber-based NGCs are applied in a mouse model of peripheral nerve injury, and results demonstrate that the SFRP2 ~ PDA@GelMA conduit significantly enhances angiogenesis, promotes peripheral nerve repair, and facilitates target muscle restoration and functional recovery, thus presents a promising therapeutic strategy for patients with peripheral nerve injuries. © The Author(s) 2025.",,Final,,Scopus,2-s2.0-105009980307,[WARNING:NoKeywords]
Zuo J.; Huang Y.; Huang Z.; Zhang J.; Hou W.; Wang C.; Wang X.; Bu X.,Comparison of three objective nutritional screening tools for identifying GLIM-defined malnutrition in patients with gastric cancer,2025,European Journal of Clinical Nutrition,10.1038/s41430-024-01514-9,"Objective: This study aimed to compare three objective nutritional screening tools for identifying GLIM-defined malnutrition in patients with gastric cancer (GC). Method: Objective nutritional screening tools including geriatric nutritional risk index (GNRI), prognostic nutritional index (PNI), and controlling nutritional status (CONUT) score, were evaluated in patients with GC at our institution. Malnutrition was diagnosed according to the GLIM criteria. The diagnostic value of GNRI, PNI, and COUNT scores in identifying GLIM-defined malnutrition was assessed by conducting Receiver Operating Characteristic (ROC) curves and calculating the area under the curve (AUC). Additionally, sensitivity, specificity, accuracy, positive predictive value (PPV), and negative predictive value (NPV) were determined. The Kappa coefficient (k) was used to assess agreement between three objective nutritional screening tools and GLIM criteria. Results: A total of 316 patients were enrolled in this study, and malnutrition was diagnosed in 151 (47.8%) patients based on the GLIM criteria. The GNRI demonstrated good diagnostic accuracy (AUC = 0.805, 95% CI: 0.758–0.852) for detecting GLIM-defined malnutrition, while the PNI and COUNT score showed poor diagnostic accuracy with AUCs of 0.699 (95% CI: 0.641–0.757) and 0.665 (95% CI: 0.605–0.725) respectively. Among these objective nutritional screening tools, the GNRI-based malnutrition risk assessment demonstrated the highest specificity (80.0%), accuracy (72.8%), PPV (74.8%), NPV (71.4%), and consistency (k = 0.452) with GLIM-defined malnutrition. Conclusions: Compared to PNI and COUNT scores, GNRI demonstrated superior performance as an objective nutritional screening tool for identifying GLIM-defined malnutrition in GC patients. © The Author(s), under exclusive licence to Springer Nature Limited 2024.",,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85205223146,[WARNING:NoKeywords]
Saros L.; Vahlberg T.; Pellonperä O.; Tertti K.; Laitinen K.,Diet intake and adherence to recommendations in women with gestational diabetes mellitus,2025,European Journal of Clinical Nutrition,10.1038/s41430-025-01596-z,"Background/objectives: Gestational diabetes mellitus (GDM) is best managed via lifestyle changes. We aimed at investigating to which extent women with GDM adhered to dietary recommendations and to which extent an impact was observed on the glycaemic control compared to women without GDM. Subjects/methods: Women with overweight/obesity (n = 349) were recruited in early pregnancy. GDM was diagnosed with a 2-h oral glucose tolerance test in mid-or-early pregnancy (median 25.9 and 14.7 gestational weeks). Dietary assessments included an index of dietary quality (good ≥ 10 and poor < 10/15 scores) and 3-day food-diaries with nutrient intake calculated and dietary patterns identified. Glucose and insulin concentrations were analysed from blood samples collected in late pregnancy (after GDM diagnosis). Results: Women with GDM (n = 98) followed more often a healthier dietary pattern (62.2%) than women without GDM (49.0%, p < 0.05), but no difference in good dietary quality was seen (53% vs. 59.8%, p = 0.071). While the majority of women with GDM adhered to some recommendations, 51% to carbohydrate, 54.1% to total fat and 69.4% to sucrose, only 16.3% adhered to the protein and 4.1% to the fibre intake recommendations. Women with GDM had lower adherence to protein, total fat and fibre recommendations but higher adherence to that of sucrose than women without GDM (p < 0.05). A good dietary quality was associated with lower insulin and HOMA2-IR values (p < 0.05). Conclusions: Adherence to dietary recommendations, particularly fibre and protein intake, is unsatisfactory in women with GDM. Overall dietary quality is related to better control of glucose metabolism proposing a target for dietary counselling. © The Author(s) 2025.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105000291556,[WARNING:NoKeywords]
Zeller I.; Weiss A.; Hummel S.; Ziegler A.-G.; Bonifacio E.,Age-dependent gene expression trajectories during early childhood in children at increased risk for type 1 diabetes,2025,Genes and Immunity,10.1038/s41435-025-00324-8,"Early childhood is a period of rapid growth and immune system development. It is also critical for type 1 diabetes (T1D) autoimmunity, which has a peak incidence between 1 and 2 years of age. Here, we investigated age-related longitudinal gene expression changes in peripheral blood mononuclear cells from children aged 3 months to 3 years who had an increased genetic risk for T1D, aiming to delineate gene expression trajectories and identify patterns potentially linked to the development of islet autoimmunity. We found 2 432 genes (12.5% of analyzed genes) to exhibit significant temporal dynamics in the first 3 years of life. These genes were grouped into six major clusters each demonstrating distinct expression trajectories of consistent increase or decrease with age, as well as U-shaped, and inverted U-shaped age-related patterns. Notably, genes in clusters with U-shaped expression trajectories, which mirrored the incidence of islet autoantibodies, were enriched for T1D susceptibility genes, particularly within the Major Histocompatibility Complex (MHC) region. This study underscores the dynamic nature of gene expression in early childhood and its potential connection to T1D risk. © The Author(s) 2025.",,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105000475955,[WARNING:NoKeywords]
Shaw J.R.; Caprio N.; Truong N.; Weldemariam M.; Tran A.; Pilli N.; Pandey S.; Jones J.W.; Kane M.A.; Pearson R.M.,Inflammatory disease progression shapes nanoparticle biomolecular corona-mediated immune activation profiles,2025,Nature Communications ,10.1038/s41467-025-56210-4,"Polymeric nanoparticles (NPs) are promising tools used for immunomodulation and drug delivery in various disease contexts. The interaction between NP surfaces and plasma-resident biomolecules results in the formation of a biomolecular corona, which varies patient-to-patient and as a function of disease state. This study investigates how the progression of acute systemic inflammatory disease influences NP corona compositions and the corresponding effects on innate immune cell interactions, phenotypes, and cytokine responses. NP coronas alter cell associations in a disease-dependent manner, induce differential co-stimulatory and co-inhibitory molecule expression, and influence cytokine release. Integrated multi-omics analysis of proteomics, lipidomics, metabolomics, and cytokine datasets highlight a set of differentially enriched TLR4 ligands that correlate with dynamic NP corona-mediated immune activation. Pharmacological inhibition and genetic knockout studies validate that NP coronas mediate this response through TLR4/MyD88/NF-κB signaling. Our findings illuminate the personalized nature of corona formation under a dynamic inflammatory condition and its impact on NP-mediated immune activation profiles and inflammation, suggesting that disease progression-related alterations in plasma composition can manifest in the corona to cause unintended toxicity and altered therapeutic efficacy. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85216608290,[WARNING:NoKeywords]
Kundu S.; Pal K.; Pyne A.; Wang X.,Force-bearing phagocytic adhesion rings mediate the phagocytosis of surface-bound particles,2025,Nature Communications ,10.1038/s41467-025-56404-w,"Many micro-particles including pathogens strongly adhere to hosts. It remains elusive how macrophages detach these surface-bound particles during phagocytosis. We show that, rather than binding directly to these particles, macrophages form unique β2 integrin-mediated adhesion structures at the cell-substrate interfaces, specifically encircling the surface-bound particles. These circular adhesion structures that we named phagocytic adhesion rings (PARs) serve as strongholds to support local ring-shaped actin structures constricting into the particle-substrate cleavages, thereby pinching off the particles from the substrate. During this process, integrins in PARs sustain tensions due to the reaction force of actin polymerization against the particles. Such tensions are critical for phagocytic efficiency of surface-bound particles. PARs were formed in all tested macrophages (mouse, human and fish) and micron-sized particles (microbeads and E. coli), demonstrating their conserved role in the phagocytosis. This study reveals a mechanism of PAR-mediated phagocytosis, specialized for the detachment and internalization of surface-bound particles. © The Author(s) 2025.",,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85216999525,[WARNING:NoKeywords]
